ENSG00000028137.19	4204	2110	2094
ENSG00000263676.1	2	1	1
ENSG00000225196.2	2	2	0
ENSG00000252969.1	0	0	0
ENSG00000048707.15	6247	3181	3066
ENSG00000239149.1	7	4	3
ENSG00000229484.1	3	1	2
ENSG00000162496.9	231	108	123
ENSG00000221340.1	3	3	0
ENSG00000276830.1	1	1	0
ENSG00000272482.1	1	0	1
ENSG00000204518.2	0	0	0
ENSG00000226166.2	1	1	0
ENSG00000188984.12	0	0	0
ENSG00000157330.10	0	0	0
ENSG00000116726.5	0	0	0
ENSG00000116721.9	0	0	0
ENSG00000228338.1	0	0	0
ENSG00000239810.3	0	0	0
ENSG00000231103.2	0	0	0
ENSG00000179172.10	1	1	0
ENSG00000120952.4	0	0	0
ENSG00000243073.4	0	0	0
ENSG00000187545.5	0	0	0
ENSG00000204510.5	0	0	0
ENSG00000207434.1	0	0	0
ENSG00000234064.1	0	0	0
ENSG00000232423.6	0	0	0
ENSG00000274178.2	0	0	0
ENSG00000274764.6	0	0	0
ENSG00000277058.2	0	0	0
ENSG00000229571.7	1	1	0
ENSG00000277862.1	0	0	0
ENSG00000236179.1	0	0	0
ENSG00000275774.3	1	1	0
ENSG00000229978.1	0	0	0
ENSG00000233336.1	0	0	0
ENSG00000280267.4	0	0	0
ENSG00000179412.11	1	1	0
ENSG00000204505.4	0	0	0
ENSG00000279169.3	0	0	0
ENSG00000279804.2	0	0	0
ENSG00000250894.1	0	0	0
ENSG00000270601.4	0	0	0
ENSG00000231219.1	0	0	0
ENSG00000207511.1	0	0	0
ENSG00000182330.10	0	0	0
ENSG00000237700.2	0	0	0
ENSG00000204501.7	0	0	0
ENSG00000228229.2	0	0	0
ENSG00000204481.8	0	0	0
ENSG00000204480.8	0	0	0
ENSG00000204479.4	0	0	0
ENSG00000204478.10	0	0	0
ENSG00000162494.6	0	0	0
ENSG00000259961.1	0	0	0
ENSG00000215909.3	0	0	0
ENSG00000162493.16	1	0	1
ENSG00000222952.1	0	0	0
ENSG00000237445.2	0	0	0
ENSG00000253085.1	0	0	0
ENSG00000116731.22	3754	1830	1924
ENSG00000189337.17	108	84	62
ENSG00000252151.1	0	0	0
ENSG00000231606.2	22	8	14
ENSG00000234593.3	32	18	14
ENSG00000235829.1	4	3	1
ENSG00000287756.1	6	3	3
ENSG00000175147.13	20	27	36
ENSG00000171729.14	154	83	76
ENSG00000204464.7	25	10	15
ENSG00000215720.4	11	6	6
ENSG00000278480.1	0	0	0
ENSG00000142621.19	7	4	3
ENSG00000233485.1	0	0	0
ENSG00000236045.1	1	1	0
ENSG00000228140.2	11	5	6
ENSG00000142634.13	4658	2349	2310
ENSG00000162438.12	19	10	9
ENSG00000142615.8	2	1	1
ENSG00000215704.10	11	12	10
ENSG00000132906.18	529	274	266
ENSG00000116138.13	1685	884	914
ENSG00000251866.1	2	0	2
ENSG00000272510.1	5	44	48
ENSG00000116771.6	107	70	63
ENSG00000237301.1	39	20	19
ENSG00000235084.3	9	5	4
ENSG00000252417.1	1	1	0
ENSG00000236500.1	0	0	0
